PNA;NAZWA PLACÓWKI;MIEJSCOWOŚĆ;ULICA;NR;GMINA;POWIAT;WOJEWÓDZTWO
89-205;FUP Szubin;Tur;Bydgoska;15;Szubin;nakielski;kujawsko-pomorskie
06-403;AP Szulmierz;Szulmierz;;51A;Regimin;ciechanowski;mazowieckie
26-035;AP Szumsko;Szumsko;;36b;Raków;kielecki;świętokrzyskie
78-600;AP Szwecja;Szwecja;Szkolna;17;Wałcz;wałecki;zachodniopomorskie
22-530;AP Szychowice;Szychowice;Parkowa;37;Mircze;hrubieszowski;lubelskie
26-500;UP Szydłowiec k. Radomia;Szydłowiec;Tadeusza Kościuszki;181;Szydłowiec;szydłowiecki;mazowieckie
26-510;FUP Szydłowiec k. Radomia;Chlewiska;Szkolna;5;Chlewiska;szydłowiecki;mazowieckie
26-502;FUP Szydłowiec k. Radomia;Jastrząb;pl. Niepodległości;5;Jastrząb;szydłowiecki;mazowieckie
26-503;FUP Szydłowiec k. Radomia;Mirów Stary;;35;Mirów;szydłowiecki;mazowieckie
26-505;FUP Szydłowiec k. Radomia;Orońsko;Szkolna;8;Orońsko;szydłowiecki;mazowieckie
26-500;FUP Szydłowiec k. Radomia;Szydłowiec;Stanisława Staszica;17;Szydłowiec;szydłowiecki;mazowieckie
64-930;AP Szydłowo;Szydłowo;;6;Szydłowo;pilski;wielkopolskie
28-225;UP Szydłów k. Staszowa;Szydłów;Szkolna;5;Szydłów;staszowski;świętokrzyskie
82-224;AP Szymankowo;Szymankowo;Główna;15 A;Lichnowy;malborski;pomorskie
12-100;AP Szymany;Szymany;;42;Szczytno;szczycieński;warmińsko-mazurskie
83-315;AP Szymbark;Szymbark;Szymbarskich Zakładników;1;Stężyca;kartuski;pomorskie
38-311;AP Szymbark;Szymbark;;501;Gorlice;gorlicki;małopolskie
47-100;AP Szymiszów;Szymiszów;Wolności;39;Strzelce Opolskie;strzelecki;opolskie
16-050;AP Szymki;Szymki;;57;Michałowo;białostocki;podlaskie
66-433;AP Ściechów;Ściechów;;115A;Lubiszyn;gorzowski;lubuskie
48-317;AP Ścinawa Mała;Ścinawa Mała;rynek Rynek;74;Korfantów;nyski;opolskie
57-409;AP Ścinawka Dolna;Ścinawka Dolna;;23;Radków;kłodzki;dolnośląskie
57-410;AP Ścinawka Średnia;Ścinawka Średnia;Mickiewicza;11;Radków;kłodzki;dolnośląskie
34-323;UP Ślemień;Ślemień;rynek Rynek;9;Ślemień;żywiecki;śląskie
62-561;UP Ślesin k. Konina;Ślesin;Kleczewska;14;Ślesin;koniński;wielkopolskie
62-563;FUP Ślesin k. Konina;Licheń Stary;Klasztorna;3;Ślesin;koniński;wielkopolskie
89-530;UP Śliwice;Śliwice;Dworcowa;37;Śliwice;tucholski;kujawsko-pomorskie
48-210;AP Śmicz;Śmicz;;50;Biała;prudnicki;opolskie
64-030;UP Śmigiel;Śmigiel;Leszczyńska;2;Śmigiel;kościański;wielkopolskie
87-850;AP Śmiłowice;Śmiłowice;;30;Choceń;włocławski;kujawsko-pomorskie
18-211;AP Średnica-Jakubowięta;Średnica-Jakubowięta;;13;Szepietowo;wysokomazowiecki;podlaskie
63-100;UP Śrem 1;Śrem;20 Października Pl.;41;Śrem;śremski;wielkopolskie
63-100;FUP Śrem 1;Dolsk;Wyzwolenia Pl.;18;Dolsk;śremski;wielkopolskie
63-101;FUP Śrem 1;Śrem;Dezyderego Chłapowskiego;3;Śrem;śremski;wielkopolskie
63-102;FUP Śrem 1;Śrem;Artura Grottgera;48;Śrem;śremski;wielkopolskie
63-100;FUP Śrem 1;Śrem;Przemysłowa;1;Śrem;śremski;wielkopolskie
63-103;FUP Śrem 1;skrytki/przegródki;;;Śrem;śremski;wielkopolskie
55-300;UP Środa Śląska;Środa Śląska;Kolejowa;25;Środa Śląska;średzki;dolnośląskie
55-300;FUP Środa Śląska;Kostomłoty;Wrocławska;3;Kostomłoty;średzki;dolnośląskie
55-311;FUP Środa Śląska;skrytki/przegródki;;;Kostomłoty;średzki;dolnośląskie
55-300;FUP Środa Śląska;Lutynia;Kościuszki;69;Miękinia;średzki;dolnośląskie
55-333;FUP Środa Śląska;skrytki/przegródki;;;Miękinia;średzki;dolnośląskie
55-320;FUP Środa Śląska;Malczyce;1 Maja;60;Malczyce;średzki;dolnośląskie
55-300;FUP Środa Śląska;Miękinia;Pocztowa;2;Miękinia;średzki;dolnośląskie
55-330;FUP Środa Śląska;skrytki/przegródki;;;Miękinia;średzki;dolnośląskie
55-300;FUP Środa Śląska;Mrozów;Wyzwolenia;22;Miękinia;średzki;dolnośląskie
55-300;FUP Środa Śląska;Udanin;;6;Udanin;średzki;dolnośląskie
63-002;AP Środa Wielkopolska;Środa Wielkopolska;Kórnicka;40;Środa Wielkopolska;średzki;wielkopolskie
63-000;UP Środa Wielkopolska 1;Środa Wielkopolska;Jana Henryka Dąbrowskiego;31;Środa Wielkopolska;średzki;wielkopolskie
63-000;FUP Środa Wielkopolska 1;Dominowo;Centralna;8;Dominowo;średzki;wielkopolskie
63-020;FUP Środa Wielkopolska 1;Zaniemyśl;Poznańska;27;Zaniemyśl;średzki;wielkopolskie
44-188;AP Świbie;Świbie;Główna;4;Wielowieś;gliwicki;śląskie
58-100;AP Świdnica Śląska;Świdnica;Kazimierza Wielkiego;1;Świdnica;świdnicki;dolnośląskie
58-100;AP Świdnica Śląska;Świdnica;Kliczkowska;18;Świdnica;świdnicki;dolnośląskie
58-100;UP Świdnica Śląska 1;Świdnica;pl. Grunwaldzki;1;Świdnica;świdnicki;dolnośląskie
58-140;FUP Świdnica Śląska 1;Jaworzyna Śląska;1 Maja;28;Jaworzyna Śląska;świdnicki;dolnośląskie
58-124;FUP Świdnica Śląska 1;Marcinowice;Świdnicka;1;Marcinowice;świdnicki;dolnośląskie
58-100;FUP Świdnica Śląska 1;Świdnica;Jana Boduena de Courtenay;2;Świdnica;świdnicki;dolnośląskie
58-100;FUP Świdnica Śląska 1;Świdnica;Karola Marcinkowskiego;16;Świdnica;świdnicki;dolnośląskie
58-100;FUP Świdnica Śląska 1;Świdnica;Siostrzana;7 A;Świdnica;świdnicki;dolnośląskie
58-100;FUP Świdnica Śląska 1;Świdnica;Strzegomska;2;Świdnica;świdnicki;dolnośląskie
58-100;FUP Świdnica Śląska 1;Świdnica;Westerplatte;50;Świdnica;świdnicki;dolnośląskie
58-101;FUP Świdnica Śląska 1;skrytki/przegródki;;;Świdnica;świdnicki;dolnośląskie
58-100;FUP Świdnica Śląska 1;Świdnica;Wrocławska;23;Świdnica;świdnicki;dolnośląskie
58-105;FUP Świdnica Śląska 1;Świdnica;Ludwika Zamenhofa;42;Świdnica;świdnicki;dolnośląskie
58-130;FUP Świdnica Śląska 1;Żarów;Armii Krajowej;42;Żarów;świdnicki;dolnośląskie
21-040;UP Świdnik k. Lublina 1;Świdnik;Kosynierów;12;Świdnik;świdnicki;lubelskie
21-046;FUP Świdnik k. Lublina 1;Świdnik;Racławicka;38-44;Świdnik;świdnicki;lubelskie
21-040;FUP Świdnik k. Lublina 1;Świdnik;Szkolna;4;Świdnik;świdnicki;lubelskie
21-047;UP Świdnik k. Lublina 5;Świdnik;Niepodległości;13;Świdnik;świdnicki;lubelskie
78-300;UP Świdwin 1;Świdwin;Plac Jana Pawła II;2;Świdwin;świdwiński;zachodniopomorskie
78-316;FUP Świdwin 1;Brzeżno;;50;Brzeżno;świdwiński;zachodniopomorskie
78-314;FUP Świdwin 1;Sławoborze;Lipowa;11;Sławoborze;świdwiński;zachodniopomorskie
78-300;FUP Świdwin 1;Świdwin;Żwirki i Wigury;3;Świdwin;świdwiński;zachodniopomorskie
58-160;UP Świebodzice 1;Świebodzice;Świdnicka;10;Świebodzice;świdnicki;dolnośląskie
58-160;FUP Świebodzice 1;Dobromierz;pl. Wolności;6;Dobromierz;świdnicki;dolnośląskie
58-163;FUP Świebodzice 1;Świebodzice;Piasta;22;Świebodzice;świdnicki;dolnośląskie
66-200;UP Świebodzin;Świebodzin;Plac Wolności;5;Świebodzin;świebodziński;lubuskie
66-218;FUP Świebodzin;Lubrza;Świebodzińska;54;Lubrza;świebodziński;lubuskie
66-213;FUP Świebodzin;Skąpe;;86;Skąpe;świebodziński;lubuskie
66-225;FUP Świebodzin;Szczaniec;Herbowa;4A;Szczaniec;świebodziński;lubuskie
66-200;AP Świebodzin;Świebodzin;os. Osiedle Łużyckie;39;Świebodzin;świebodziński;lubuskie
66-201;AP Świebodzin;Świebodzin;Sukiennicza;17;Świebodzin;świebodziński;lubuskie
66-200;AP Świebodzin;Świebodzin;Zachodnia;68;Świebodzin;świebodziński;lubuskie
86-100;UP Świecie nad Wisłą 1;Świecie;Mały Rynek;5;Świecie;świecki;kujawsko-pomorskie
86-134;FUP Świecie nad Wisłą 1;Dragacz;;4;Dragacz;świecki;kujawsko-pomorskie
86-140;FUP Świecie nad Wisłą 1;Drzycim;Kościelna;2b;Drzycim;świecki;kujawsko-pomorskie
86-111;FUP Świecie nad Wisłą 1;Gruczno;Wojska Polskiego;2;Świecie;świecki;kujawsko-pomorskie
86-100;FUP Świecie nad Wisłą 1;Grupa;Szarych Szeregów;1;Dragacz;świecki;kujawsko-pomorskie
86-131;FUP Świecie nad Wisłą 1;Jeżewo;Czerska;4;Jeżewo;świecki;kujawsko-pomorskie
86-130;FUP Świecie nad Wisłą 1;Laskowice;Parkowa;2;Jeżewo;świecki;kujawsko-pomorskie
86-141;FUP Świecie nad Wisłą 1;Lniano;Wyzwolenia;18a;Lniano;świecki;kujawsko-pomorskie
86-105;FUP Świecie nad Wisłą 1;Świecie;ks. Stanisława Krausego;1;Świecie;świecki;kujawsko-pomorskie
86-105;FUP Świecie nad Wisłą 1;Świecie;Wojska Polskiego;9;Świecie;świecki;kujawsko-pomorskie
86-105;FUP Świecie nad Wisłą 1;Świecie;Ks. Kardynała Stefana Wyszyńskiego;15;Świecie;świecki;kujawsko-pomorskie
86-182;FUP Świecie nad Wisłą 1;Świekatowo;Dworcowa;9;Świekatowo;świecki;kujawsko-pomorskie
76-020;AP Świelino;Świelino;;6;Bobolice;koszaliński;zachodniopomorskie
06-150;UP Świercze;Świercze;Wiejska;3 C;Świercze;pułtuski;mazowieckie
28-440;AP Świerczyna;Świerczyna;;63;Działoszyce;pińczowski;świętokrzyskie
78-531;AP Świerczyna;Świerczyna;;98;Wierzchowo;drawski;zachodniopomorskie
42-622;UP Świerklaniec;Świerklaniec;Oświęcimska;17;Świerklaniec;tarnogórski;śląskie
42-625;FUP Świerklaniec;Ożarowice;Dworcowa;15;Ożarowice;tarnogórski;śląskie
42-665;FUP Świerklaniec;Pyrzowice;Wolności;90;Ożarowice;tarnogórski;śląskie
44-265;AP Świerklany;Świerklany;3 Maja;4;Świerklany;rybnicki;śląskie
59-540;UP Świerzawa;Świerzawa;Złotoryjska;15;Świerzawa;złotoryjski;dolnośląskie
59-550;FUP Świerzawa;Wojcieszów;Pocztowa;2;Wojcieszów;złotoryjski;dolnośląskie
72-406;AP Świerzno;Świerzno;;99;Świerzno;kamieński;zachodniopomorskie
22-175;AP Świerże;Świerże;Jana Pawła II;59;Dorohusk;chełmski;lubelskie
38-242;AP Święcany;Święcany;;240;Skołyszyn;jasielski;podkarpackie
55-010;UP Święta Katarzyna;Święta Katarzyna;Główna;32;Siechnice;wrocławski;dolnośląskie
55-010;FUP Święta Katarzyna;Radwanice;1 Maja;7;Siechnice;wrocławski;dolnośląskie
55-010;FUP Święta Katarzyna;Żórawina;Osiedleńcza;9;Żórawina;wrocławski;dolnośląskie
11-442;AP Święta Lipka;Święta Lipka;;20;Reszel;kętrzyński;warmińsko-mazurskie
41-600;UP Świętochłowice 1;Świętochłowice;Pocztowa;12;Świętochłowice;Świętochłowice;śląskie
41-605;FUP Świętochłowice 1;Świętochłowice;dr. Antoniego Bukowego;21;Świętochłowice;Świętochłowice;śląskie
41-606;FUP Świętochłowice 1;Świętochłowice;Chorzowska;19;Świętochłowice;Świętochłowice;śląskie
41-608;FUP Świętochłowice 1;Świętochłowice;Górna;4;Świętochłowice;Świętochłowice;śląskie
41-600;FUP Świętochłowice 1;Świętochłowice;Katowicka;54;Świętochłowice;Świętochłowice;śląskie
41-600;FUP Świętochłowice 1;Świętochłowice;Wojciecha Korfantego;1;Świętochłowice;Świętochłowice;śląskie
41-600;FUP Świętochłowice 1;Świętochłowice;Śląska;23;Świętochłowice;Świętochłowice;śląskie
41-603;FUP Świętochłowice 1;skrytki/przegródki;;;Świętochłowice;Świętochłowice;śląskie
27-225;AP Świętomarz;Świętomarz;;30;Pawłów;starachowicki;świętokrzyskie
59-726;AP Świętoszów;Świętoszów;Brzozowa;14;Osiecznica;bolesławiecki;dolnośląskie
36-072;UP Świlcza;Świlcza;;164;Świlcza;rzeszowski;podkarpackie
72-605;AP Świnoujście;Świnoujście;Hugona Kołłątaja;11;Świnoujście;Świnoujście;zachodniopomorskie
72-600;UP Świnoujście 1;Świnoujście;Marszałka Józefa Piłsudskiego;1;Świnoujście;Świnoujście;zachodniopomorskie
72-602;FUP Świnoujście 1;Świnoujście;Norberta Barlickiego;17;Świnoujście;Świnoujście;zachodniopomorskie
72-611;FUP Świnoujście 1;Świnoujście;Juliana Markiewicza;2;Świnoujście;Świnoujście;zachodniopomorskie
72-601;FUP Świnoujście 1;Świnoujście;Juliusza Słowackiego;18;Świnoujście;Świnoujście;zachodniopomorskie
72-610;UP Świnoujście 10;Świnoujście;Wojska Polskiego;1;Świnoujście;Świnoujście;zachodniopomorskie
18-303;AP Tabędz;Tabędz;;16B;Zambrów;zambrowski;podlaskie
16-320;AP Tajno Stare;Tajno Stare;;33;Bargłów Kościelny;augustowski;podlaskie
05-555;UP Tarczyn k. Warszawy;Tarczyn;Rynek;15;Tarczyn;piaseczyński;mazowieckie
05-505;FUP Tarczyn k. Warszawy;Prażmów;Piotra Czołchańskiego;1;Prażmów;piaseczyński;mazowieckie
21-102;AP Tarkawica;Tarkawica;;68;Ostrówek;lubartowski;lubelskie
38-540;AP Tarnawa Górna;Tarnawa Górna;;210;Zagórz;sanocki;podkarpackie
39-400;AP Tarnobrzeg;Tarnobrzeg;Jana Matejki;6;Tarnobrzeg;Tarnobrzeg;podkarpackie
39-407;AP Tarnobrzeg;Tarnobrzeg;Szpitalna;1;Tarnobrzeg;Tarnobrzeg;podkarpackie
39-441;AP Tarnobrzeg;Tarnobrzeg (Sobów);Józefa Bema;108;Tarnobrzeg;Tarnobrzeg;podkarpackie
39-400;UP Tarnobrzeg 1;Tarnobrzeg;Sokola;3 A;Tarnobrzeg;Tarnobrzeg;podkarpackie
39-400;FUP Tarnobrzeg 1;Tarnobrzeg;Eugeniusza Kwiatkowskiego;8;Tarnobrzeg;Tarnobrzeg;podkarpackie
39-401;UP Tarnobrzeg 3;Tarnobrzeg;Stanisława Wyspiańskiego;19;Tarnobrzeg;Tarnobrzeg;podkarpackie
39-403;UP Tarnobrzeg 5;Tarnobrzeg;Zwierzyniecka;18;Tarnobrzeg;Tarnobrzeg;podkarpackie
39-405;UP Tarnobrzeg 7;Tarnobrzeg;Henryka Sienkiewicza;38;Tarnobrzeg;Tarnobrzeg;podkarpackie
39-407;UP Tarnobrzeg 9;Tarnobrzeg;Konfederacji Dzikowskiej;13;Tarnobrzeg;Tarnobrzeg;podkarpackie
22-375;AP Tarnogóra;Tarnogóra;Krakowskie Przedmieście;71 a;Izbica;krasnostawski;lubelskie
23-420;UP Tarnogród;Tarnogród;Rynek;20;Tarnogród;biłgorajski;lubelskie
23-413;FUP Tarnogród;Obsza;;36;Obsza;biłgorajski;lubelskie
22-678;AP Tarnoszyn;Tarnoszyn;;39 ;Ulhówek;tomaszowski;lubelskie
38-204;UP Tarnowiec;Tarnowiec;;30;Tarnowiec;jasielski;podkarpackie
62-079;UP Tarnowo Podgórne 3;Tarnowo Podgórne;Rokietnicka;2;Tarnowo Podgórne;poznański;wielkopolskie
62-080;FUP Tarnowo Podgórne 3;Tarnowo Podgórne;Poznańska;105;Tarnowo Podgórne;poznański;wielkopolskie
42-600;UP Tarnowskie Góry 1;Tarnowskie Góry;Marszałka Józefa Piłsudskiego;12;Tarnowskie Góry;tarnogórski;śląskie
42-612;FUP Tarnowskie Góry 1;Tarnowskie Góry;Fińska;53;Tarnowskie Góry;tarnogórski;śląskie
42-600;FUP Tarnowskie Góry 1;Tarnowskie Góry;Gliwicka;240;Tarnowskie Góry;tarnogórski;śląskie
42-600;FUP Tarnowskie Góry 1;Tarnowskie Góry;Główna;27;Tarnowskie Góry;tarnogórski;śląskie
42-600;FUP Tarnowskie Góry 1;Tarnowskie Góry;Tadeusza Kościuszki;5;Tarnowskie Góry;tarnogórski;śląskie
42-600;FUP Tarnowskie Góry 1;Tarnowskie Góry;Powstańców Warszawskich;8;Tarnowskie Góry;tarnogórski;śląskie
42-606;FUP Tarnowskie Góry 1;Tarnowskie Góry;Słoneczników;41;Tarnowskie Góry;tarnogórski;śląskie
42-609;FUP Tarnowskie Góry 1;Tarnowskie Góry;Strzybnicka;5;Tarnowskie Góry;tarnogórski;śląskie
42-600;FUP Tarnowskie Góry 1;Tarnowskie Góry;Jana Śniadeckiego;1;Tarnowskie Góry;tarnogórski;śląskie
42-600;FUP Tarnowskie Góry 1;Tarnowskie Góry;Zagórska;158;Tarnowskie Góry;tarnogórski;śląskie
33-108;AP Tarnów;Tarnów;Ignacego Mościckiego;86;Tarnów;Tarnów;małopolskie
33-100;UP Tarnów 1;Tarnów;Adama Mickiewicza;6;Tarnów;Tarnów;małopolskie
33-140;FUP Tarnów 1;Lisia Góra;1 Maja;7;Lisia Góra;tarnowski;małopolskie
33-171;FUP Tarnów 1;Pleśna;;537;Pleśna;tarnowski;małopolskie
33-130;FUP Tarnów 1;Radłów;pl. Tadeusza Kościuszki;17;Radłów;tarnowski;małopolskie
33-156;FUP Tarnów 1;Skrzyszów;;335A;Skrzyszów;tarnowski;małopolskie
33-100;FUP Tarnów 1;Tarnów;Hodowlana;6;Tarnów;Tarnów;małopolskie
33-100;FUP Tarnów 1;Tarnów;Klikowska;107/2;Tarnów;Tarnów;małopolskie
33-102;FUP Tarnów 1;skrytki/przegródki;;;Tarnów;Tarnów;małopolskie
33-122;FUP Tarnów 1;Wierzchosławice;;550;Wierzchosławice;tarnowski;małopolskie
32-830;FUP Tarnów 1;Wojnicz;Rynek;1;Wojnicz;tarnowski;małopolskie
33-150;FUP Tarnów 1;Wola Rzędzińska;;2;Tarnów;tarnowski;małopolskie
33-110;UP Tarnów 2;Tarnów;pl. Dworcowy;2;Tarnów;Tarnów;małopolskie
33-110;FUP Tarnów 2;Koszyce Wielkie;Pocztowa;13;Tarnów;tarnowski;małopolskie
33-110;FUP Tarnów 2;Tarnowiec;Romana Sanguszki;4;Tarnów;tarnowski;małopolskie
33-109;FUP Tarnów 2;Tarnów;Błonie;2;Tarnów;Tarnów;małopolskie
33-104;FUP Tarnów 2;Tarnów;Graniczna;8a;Tarnów;Tarnów;małopolskie
33-106;FUP Tarnów 2;Tarnów;Gumniska;11;Tarnów;Tarnów;małopolskie
33-108;FUP Tarnów 2;Tarnów;al. Jana Pawła II;8;Tarnów;Tarnów;małopolskie
33-103;FUP Tarnów 2;Tarnów;Krzyska;116;Tarnów;Tarnów;małopolskie
33-107;FUP Tarnów 2;Tarnów;Marynarki Wojennej;5A;Tarnów;Tarnów;małopolskie
33-102;FUP Tarnów 2;Tarnów;Promienna;13/A;Tarnów;Tarnów;małopolskie
33-105;FUP Tarnów 2;Tarnów;Kazimierza Pułaskiego;91;Tarnów;Tarnów;małopolskie
33-110;FUP Tarnów 2;Tarnów;Generała Władysława Sikorskiego;5;Tarnów;Tarnów;małopolskie
33-110;FUP Tarnów 2;Tarnów;Słoneczna;29-33;Tarnów;Tarnów;małopolskie
33-110;FUP Tarnów 2;Tarnów;Świętego Ducha;7;Tarnów;Tarnów;małopolskie
33-113;FUP Tarnów 2;Zgłobice;Zgłobicka;7;Tarnów;tarnowski;małopolskie
33-101;UP Tarnów 3;Tarnów;Zbylitowska;6;Tarnów;Tarnów;małopolskie
46-050;UP Tarnów Opolski;Tarnów Opolski;Księdza Klimasa;27;Tarnów Opolski;opolski;opolskie
83-103;AP Tczew;Tczew;Saperska;8a;Tczew;tczewski;pomorskie
83-101;AP Tczew;Tczew;Franciszka Żwirki;47;Tczew;tczewski;pomorskie
83-100;UP Tczew 1;Tczew;Jarosława Dąbrowskiego;7;Tczew;tczewski;pomorskie
83-120;FUP Tczew 1;Subkowy;Józefa Wybickiego;18;Subkowy;tczewski;pomorskie
83-101;FUP Tczew 1;Tczew;Armii Krajowej;17;Tczew;tczewski;pomorskie
83-102;FUP Tczew 1;Tczew;Czyżykowska;67;Tczew;tczewski;pomorskie
83-110;FUP Tczew 1;Tczew;Pomorska;1;Tczew;tczewski;pomorskie
66-350;AP Templewo;Templewo;;5A;Bledzew;międzyrzecki;lubuskie
32-067;AP Tenczynek;Tenczynek;Chrzanowska;6;Krzeszowice;krakowski;małopolskie
23-440;AP Teodorówka;Teodorówka;;71;Frampol;biłgorajski;lubelskie
21-550;UP Terespol;Terespol;Wojska Polskiego;100;Terespol;bialski;lubelskie
21-540;FUP Terespol;Małaszewicze;Kolejarzy;6;Terespol;bialski;lubelskie
86-100;AP Terespol Pomorski;Terespol Pomorski;Dworcowa;9;Świecie;świecki;kujawsko-pomorskie
74-205;AP Tetyń;Tetyń;;65;Kozielice;pyrzycki;zachodniopomorskie
87-605;UP Tłuchowo;Tłuchowo;Sierpecka;20;Tłuchowo;lipnowski;kujawsko-pomorskie
05-240;UP Tłuszcz;Tłuszcz;Warszawska;4;Tłuszcz;wołomiński;mazowieckie
05-205;FUP Tłuszcz;Klembów;gen. Franciszka Żymirskiego;1A;Klembów;wołomiński;mazowieckie
32-436;UP Tokarnia;Tokarnia;;674;Tokarnia;myślenicki;małopolskie
82-340;UP Tolkmicko;Tolkmicko;Świętojańska;25;Tolkmicko;elbląski;warmińsko-mazurskie
11-200;AP Tolko;Tolko;;30;Bartoszyce;bartoszycki;warmińsko-mazurskie
13-310;AP Tomaszewo;Tomaszewo;;35;Kurzętnik;nowomiejski;warmińsko-mazurskie
22-600;AP Tomaszów Lubelski;Tomaszów Lubelski;Kościuszki;41 A;Tomaszów Lubelski;tomaszowski;lubelskie
22-601;AP Tomaszów Lubelski;Tomaszów Lubelski;Romualda Traugutta;1;Tomaszów Lubelski;tomaszowski;lubelskie
22-600;UP Tomaszów Lubelski 1;Tomaszów Lubelski;Żwirki i Wigury;4;Tomaszów Lubelski;tomaszowski;lubelskie
22-604;FUP Tomaszów Lubelski 1;Tarnawatka;Lubelska;35;Tarnawatka;tomaszowski;lubelskie
22-602;FUP Tomaszów Lubelski 1;Tomaszów Lubelski;Zamojska;2;Tomaszów Lubelski;tomaszowski;lubelskie
97-208;AP Tomaszów Mazowiecki;Tomaszów Mazowiecki;św. Antoniego;1;Tomaszów Mazowiecki;tomaszowski;łódzkie
97-200;AP Tomaszów Mazowiecki;Tomaszów Mazowiecki;Bartosza Głowackiego;16;Tomaszów Mazowiecki;tomaszowski;łódzkie
97-202;AP Tomaszów Mazowiecki;Tomaszów Mazowiecki;Krzyżowa;1;Tomaszów Mazowiecki;tomaszowski;łódzkie
97-200;AP Tomaszów Mazowiecki;Tomaszów Mazowiecki;Prezydenta Ignacego Mościckiego;38/5;Tomaszów Mazowiecki;tomaszowski;łódzkie
97-205;AP Tomaszów Mazowiecki;Tomaszów Mazowiecki;Tomasza Ostrowskiego;12;Tomaszów Mazowiecki;tomaszowski;łódzkie
97-200;UP Tomaszów Mazowiecki 1;Tomaszów Mazowiecki;Prezydenta Ignacego Mościckiego;14/18;Tomaszów Mazowiecki;tomaszowski;łódzkie
97-215;FUP Tomaszów Mazowiecki 1;Inowłódz;pl. Kazimierza Wielkiego;24;Inowłódz;tomaszowski;łódzkie
97-201;FUP Tomaszów Mazowiecki 1;Tomaszów Mazowiecki;Jałowcowa;13/15;Tomaszów Mazowiecki;tomaszowski;łódzkie
97-203;FUP Tomaszów Mazowiecki 1;Tomaszów Mazowiecki;Konstantego Koplina;1;Tomaszów Mazowiecki;tomaszowski;łódzkie
97-204;FUP Tomaszów Mazowiecki 1;Tomaszów Mazowiecki;Wandy Panfil;28B/7;Tomaszów Mazowiecki;tomaszowski;łódzkie
97-225;FUP Tomaszów Mazowiecki 1;Ujazd;pl. Wolności;17;Ujazd;tomaszowski;łódzkie
17-120;AP Topczewo;Topczewo;Bielska;1;Wyszki;bielski;podlaskie
16-300;AP Topiłówka;Topiłówka;;58;Augustów;augustowski;podlaskie
28-530;AP Topola;Topola;;158;Skalbmierz;kazimierski;świętokrzyskie
87-875;UP Topólka;Topólka;;55A;Topólka;radziejowski;kujawsko-pomorskie
87-128;AP Toruń;Toruń;Władysława Dziewulskiego;23;Toruń;Toruń;kujawsko-pomorskie
87-100;AP Toruń;Toruń;Konstytucji 3 Maja;22B;Toruń;Toruń;kujawsko-pomorskie
87-106;AP Toruń;Toruń;Joachima Lelewela;3;Toruń;Toruń;kujawsko-pomorskie
87-124;AP Toruń;Toruń;Adama Mickiewicza;103;Toruń;Toruń;kujawsko-pomorskie
87-129;AP Toruń;Toruń;Migdałowa;13/6;Toruń;Toruń;kujawsko-pomorskie
87-127;AP Toruń;Toruń;Przy Kaszowniku;25A;Toruń;Toruń;kujawsko-pomorskie
87-100;AP Toruń;Toruń;Ludwika Rydygiera;33;Toruń;Toruń;kujawsko-pomorskie
87-121;AP Toruń;Toruń;Szosa Chełmińska;176;Toruń;Toruń;kujawsko-pomorskie
87-110;AP Toruń;Toruń;Włocławska;224/224c;Toruń;Toruń;kujawsko-pomorskie
87-100;UP Toruń 1;Toruń;Rynek Staromiejski Rynek;15;Toruń;Toruń;kujawsko-pomorskie
87-110;UP Toruń 2;Toruń;Polna;15-17;Toruń;Toruń;kujawsko-pomorskie
87-109;FUP Toruń 2;Toruń;Koniuchy;21/47;Toruń;Toruń;kujawsko-pomorskie
87-119;FUP Toruń 2;Toruń;Jana Matejki;94-96;Toruń;Toruń;kujawsko-pomorskie
87-117;FUP Toruń 2;Toruń;Mazowiecka;63/65;Toruń;Toruń;kujawsko-pomorskie
87-104;FUP Toruń 2;Toruń;Adama Mickiewicza;61;Toruń;Toruń;kujawsko-pomorskie
87-100;FUP Toruń 2;Toruń;Olsztyńska;8;Toruń;Toruń;kujawsko-pomorskie
87-118;FUP Toruń 2;Toruń;Owsiana;33;Toruń;Toruń;kujawsko-pomorskie
87-108;FUP Toruń 2;Toruń;Rynek Nowomiejski Rynek;24;Toruń;Toruń;kujawsko-pomorskie
87-107;FUP Toruń 2;Toruń;Szosa Chełmińska;140;Toruń;Toruń;kujawsko-pomorskie
87-101;UP Toruń 3;Toruń;Tadeusza Kościuszki;41;Toruń;Toruń;kujawsko-pomorskie
87-113;FUP Toruń 3;Toruń;Bartosza Głowackiego;2;Toruń;Toruń;kujawsko-pomorskie
87-103;UP Toruń 5;Toruń;Łódzka;35;Toruń;Toruń;kujawsko-pomorskie
87-165;FUP Toruń 5;Cierpice;Szkolna;5;Wielka Nieszawka;toruński;kujawsko-pomorskie
87-102;FUP Toruń 5;Toruń;Poznańska;73;Toruń;Toruń;kujawsko-pomorskie
87-105;UP Toruń 7;Toruń;Antoniego Antczaka;25;Toruń;Toruń;kujawsko-pomorskie
87-111;UP Toruń 12;Toruń;Juliana Fałata;36;Toruń;Toruń;kujawsko-pomorskie
87-115;UP Toruń 16;Toruń;Kosynierów Kościuszkowskich;4;Toruń;Toruń;kujawsko-pomorskie
87-112;FUP Toruń 16;Toruń;Koszalińska;16;Toruń;Toruń;kujawsko-pomorskie
